trip_id,rain,rush_hour,base_price,delta_price,price,driver_accept_prob,driver_accept
501,1,0,39801.0,11030.0,50831.0,0.5469,1
502,1,0,42295.0,4874.0,47169.0,0.4674,0
503,1,0,37551.0,2483.0,40034.0,0.3222,0
504,0,1,39055.0,4580.0,43635.0,0.3879,0
505,0,1,56547.0,8591.0,65138.0,0.7592,1
506,1,0,33464.0,8272.0,41736.0,0.5133,0
507,0,0,33992.0,1341.0,35333.0,0.2857,1
508,1,1,55693.0,12974.0,68667.0,0.6965,1
509,0,1,47309.0,8561.0,55870.0,0.5842,0
510,0,0,60023.0,2178.0,62201.0,0.8239,1
511,0,1,38171.0,6857.0,45028.0,0.4504,1
512,1,1,43073.0,11107.0,54180.0,0.5849,0
513,0,1,36384.0,8792.0,45176.0,0.5594,0
514,0,1,43218.0,7975.0,51193.0,0.5265,1
515,0,1,26920.0,6149.0,33069.0,0.3036,0
516,0,1,47822.0,7004.0,54826.0,0.6014,0
517,0,0,44750.0,5868.0,50618.0,0.6385,0
518,1,0,41511.0,6427.0,47938.0,0.4744,0
519,0,0,38682.0,3978.0,42660.0,0.4321,1
520,1,1,34395.0,11718.0,46113.0,0.506,0
521,1,0,48186.0,6465.0,54651.0,0.6776,1
522,0,1,32046.0,7485.0,39531.0,0.3577,0
523,0,0,46351.0,4026.0,50377.0,0.5588,0
524,0,0,59633.0,3722.0,63355.0,0.8619,1
525,0,0,54627.0,2949.0,57576.0,0.7493,1
526,0,0,29206.0,1321.0,30527.0,0.2265,0
527,1,0,37438.0,6655.0,44093.0,0.3848,0
528,1,0,45582.0,5886.0,51468.0,0.6427,1
529,1,1,41403.0,10276.0,51679.0,0.5573,0
530,0,0,30105.0,7054.0,37159.0,0.3402,0
531,0,0,45275.0,700.0,45975.0,0.5206,0
532,0,0,41915.0,4129.0,46044.0,0.5385,0
533,0,0,58272.0,1033.0,59305.0,0.737,0
534,0,0,39848.0,2723.0,42571.0,0.5383,1
535,0,1,51928.0,11667.0,63595.0,0.8385,1
536,0,1,31230.0,5664.0,36894.0,0.3604,1
537,0,0,33262.0,1269.0,34531.0,0.4018,0
538,0,0,48134.0,2470.0,50604.0,0.5981,1
539,0,0,51212.0,1060.0,52272.0,0.6742,1
540,1,0,33862.0,7503.0,41365.0,0.456,0
541,1,1,42205.0,9891.0,52096.0,0.6301,0
542,0,0,30257.0,3612.0,33869.0,0.3577,0
543,1,1,40460.0,8540.0,49000.0,0.5459,1
544,1,0,49114.0,2928.0,52042.0,0.713,1
545,0,0,38303.0,2111.0,40414.0,0.3702,0
546,0,0,39883.0,700.0,40583.0,0.4005,0
547,0,0,32397.0,5081.0,37478.0,0.3421,1
548,0,1,36489.0,4699.0,41188.0,0.3725,1
549,1,0,56944.0,4236.0,61180.0,0.6015,0
550,0,1,42620.0,8003.0,50623.0,0.6701,1
551,0,1,33480.0,6303.0,39783.0,0.3048,0
552,0,0,39324.0,700.0,40024.0,0.414,0
553,0,0,28422.0,5968.0,34390.0,0.2231,0
554,1,0,33380.0,4297.0,37677.0,0.3616,1
555,0,0,53563.0,2166.0,55729.0,0.6327,0
556,0,1,40789.0,6944.0,47733.0,0.4351,0
557,0,0,58071.0,3708.0,61779.0,0.7844,1
558,0,1,41190.0,8086.0,49276.0,0.4963,1
559,0,0,41694.0,1094.0,42788.0,0.4101,0
560,0,0,47448.0,1946.0,49394.0,0.588,0
561,0,1,19283.0,6914.0,26197.0,0.2149,0
562,0,0,43742.0,3773.0,47515.0,0.4795,0
563,1,1,41584.0,8814.0,50398.0,0.4507,1
564,0,0,54631.0,5931.0,60562.0,0.7593,0
565,0,1,50200.0,6009.0,56209.0,0.7062,0
566,0,1,32364.0,7285.0,39649.0,0.4781,0
567,1,1,52558.0,8828.0,61386.0,0.6462,1
568,0,0,39770.0,700.0,40470.0,0.3869,1
569,0,1,34312.0,5813.0,40125.0,0.4655,0
570,0,0,43675.0,850.0,44525.0,0.6297,1
571,0,1,40276.0,6596.0,46872.0,0.4298,0
572,1,0,55077.0,4336.0,59413.0,0.6579,1
573,0,0,44895.0,3682.0,48577.0,0.5884,0
574,1,0,43748.0,4669.0,48417.0,0.4694,1
575,1,0,49656.0,4481.0,54137.0,0.5627,1
576,0,0,51289.0,1832.0,53121.0,0.6586,1
577,1,1,48661.0,12488.0,61149.0,0.7975,1
578,0,0,54065.0,2865.0,56930.0,0.6169,1
579,1,1,47174.0,10631.0,57805.0,0.7511,1
580,0,0,43425.0,700.0,44125.0,0.4345,0
581,0,1,52533.0,5357.0,57890.0,0.7201,1
582,0,1,41227.0,5127.0,46354.0,0.6115,0
583,0,0,42283.0,4722.0,47005.0,0.5554,1
584,0,1,56633.0,8202.0,64835.0,0.7813,1
585,1,1,55786.0,9335.0,65121.0,0.8052,1
586,0,1,41931.0,6341.0,48272.0,0.517,0
587,0,0,38145.0,1097.0,39242.0,0.4254,1
588,0,0,54437.0,994.0,55431.0,0.6672,1
589,0,1,48804.0,8083.0,56887.0,0.7359,1
590,0,0,44682.0,2011.0,46693.0,0.4215,1
591,1,1,39264.0,14338.0,53602.0,0.5089,1
592,0,0,44819.0,4626.0,49445.0,0.4714,1
593,0,1,41815.0,9526.0,51341.0,0.5826,0
594,0,0,36353.0,3641.0,39994.0,0.2974,0
595,0,0,43097.0,1781.0,44878.0,0.4398,1
596,0,1,44256.0,8316.0,52572.0,0.5275,1
597,0,1,38809.0,6707.0,45516.0,0.5884,0
598,0,1,49683.0,10071.0,59754.0,0.6646,0
599,1,1,52955.0,11487.0,64442.0,0.6828,0
600,0,0,50244.0,2946.0,53190.0,0.66,1
601,0,0,39652.0,2716.0,42368.0,0.5704,0
602,1,0,48424.0,8958.0,57382.0,0.6656,1
603,1,0,42663.0,3563.0,46226.0,0.4688,0
604,1,0,31496.0,9125.0,40621.0,0.4634,1
605,1,1,47718.0,10484.0,58202.0,0.7208,1
606,1,0,43242.0,3610.0,46852.0,0.5153,0
607,1,0,64045.0,4721.0,68766.0,0.8026,1
608,0,0,54387.0,700.0,55087.0,0.7043,1
609,1,0,48045.0,7111.0,55156.0,0.537,1
610,0,0,44118.0,735.0,44853.0,0.4444,0
611,0,1,43392.0,7587.0,50979.0,0.6797,1
612,0,0,33469.0,4428.0,37897.0,0.4582,0
613,1,0,27219.0,4858.0,32077.0,0.2605,1
614,1,1,34583.0,10344.0,44927.0,0.2912,1
615,0,0,41594.0,700.0,42294.0,0.3565,1
616,1,1,24103.0,10140.0,34243.0,0.2115,0
617,1,0,37373.0,10376.0,47749.0,0.4873,0
618,0,0,39895.0,3822.0,43717.0,0.3783,1
619,0,0,40169.0,2050.0,42219.0,0.4236,0
620,0,1,36375.0,6260.0,42635.0,0.5566,1
621,1,0,39097.0,5928.0,45025.0,0.4792,1
622,0,0,56653.0,2721.0,59374.0,0.7537,1
623,1,0,47628.0,5288.0,52916.0,0.5208,0
624,0,1,37237.0,8201.0,45438.0,0.358,0
625,1,1,41419.0,9179.0,50598.0,0.4369,0
626,0,0,41759.0,871.0,42630.0,0.3303,0
627,1,1,35472.0,11429.0,46901.0,0.465,1
628,0,1,35462.0,5313.0,40775.0,0.419,1
629,0,1,50589.0,8539.0,59128.0,0.6558,0
630,1,0,38432.0,5976.0,44408.0,0.4488,0
631,1,0,32695.0,2893.0,35588.0,0.3845,1
632,1,1,41633.0,10986.0,52619.0,0.7013,1
633,0,0,43003.0,700.0,43703.0,0.5271,0
634,0,0,25232.0,10412.0,35644.0,0.3144,1
635,0,0,41654.0,2077.0,43731.0,0.5252,0
636,0,0,49378.0,5647.0,55025.0,0.7562,1
637,0,1,45835.0,9121.0,54956.0,0.5048,1
638,0,0,60953.0,700.0,61653.0,0.8413,0
639,1,1,52634.0,7365.0,59999.0,0.6584,1
640,1,0,54316.0,4716.0,59032.0,0.6652,0
641,1,0,65801.0,3924.0,69725.0,0.8238,1
642,1,0,48444.0,9104.0,57548.0,0.6967,1
643,0,1,43386.0,7282.0,50668.0,0.4916,0
644,0,0,50277.0,4087.0,54364.0,0.6437,1
645,0,0,37246.0,2015.0,39261.0,0.426,0
646,1,1,42915.0,10495.0,53410.0,0.5965,0
647,0,0,36494.0,2445.0,38939.0,0.4096,1
648,0,0,45383.0,4381.0,49764.0,0.5584,1
649,0,0,36459.0,3030.0,39489.0,0.4426,0
650,0,1,36161.0,9896.0,46057.0,0.5673,0
651,0,0,45515.0,5258.0,50773.0,0.6696,0
652,1,0,40829.0,5502.0,46331.0,0.5057,1
653,0,0,25616.0,1726.0,27342.0,0.2558,1
654,0,0,29628.0,700.0,30328.0,0.2964,0
655,1,0,32248.0,7078.0,39326.0,0.5429,0
656,0,0,34495.0,2672.0,37167.0,0.4385,1
657,1,0,45523.0,6170.0,51693.0,0.5671,1
658,0,0,43861.0,1815.0,45676.0,0.4383,0
659,0,1,51055.0,6322.0,57377.0,0.6736,0
660,0,0,48399.0,1872.0,50271.0,0.5672,1
661,0,0,51111.0,3287.0,54398.0,0.697,1
662,1,1,47171.0,11887.0,59058.0,0.6316,1
663,0,1,43782.0,6907.0,50689.0,0.659,0
664,0,1,51344.0,8913.0,60257.0,0.6461,1
665,0,0,49815.0,2366.0,52181.0,0.5059,1
666,0,0,45197.0,1643.0,46840.0,0.518,0
667,1,0,52804.0,6337.0,59141.0,0.6462,0
668,1,0,22061.0,3689.0,25750.0,0.1164,0
669,0,0,39531.0,2896.0,42427.0,0.399,0
670,0,0,39401.0,700.0,40101.0,0.3495,0
671,0,0,51798.0,753.0,52551.0,0.6327,1
672,0,0,55357.0,700.0,56057.0,0.6497,1
673,1,0,29673.0,5702.0,35375.0,0.2518,0
674,0,0,53995.0,5236.0,59231.0,0.739,1
675,0,1,32043.0,7101.0,39144.0,0.4353,1
676,0,1,32300.0,8394.0,40694.0,0.4982,0
677,1,0,40009.0,9999.0,50008.0,0.5534,1
678,0,0,39295.0,3187.0,42482.0,0.4634,1
679,0,0,28753.0,1199.0,29952.0,0.2299,0
680,0,0,47524.0,1433.0,48957.0,0.6025,0
681,0,1,47775.0,7301.0,55076.0,0.6786,1
682,0,0,50959.0,1424.0,52383.0,0.7163,1
683,0,0,38316.0,1551.0,39867.0,0.2735,0
684,0,0,41664.0,4175.0,45839.0,0.4918,0
685,0,0,41741.0,4244.0,45985.0,0.5375,0
686,0,0,56348.0,700.0,57048.0,0.7048,1
687,0,0,18000.0,1109.0,19109.0,0.0954,0
688,1,1,33866.0,10011.0,43877.0,0.3145,0
689,1,0,42047.0,7018.0,49065.0,0.5845,1
690,0,0,32773.0,4443.0,37216.0,0.3023,0
691,0,0,39804.0,7093.0,46897.0,0.399,0
692,1,0,40928.0,5208.0,46136.0,0.5342,1
693,0,0,36410.0,1793.0,38203.0,0.4019,1
694,0,0,42548.0,3501.0,46049.0,0.5046,0
695,1,1,47339.0,9640.0,56979.0,0.579,1
696,0,0,39992.0,2260.0,42252.0,0.434,1
697,1,0,38148.0,5294.0,43442.0,0.5106,1
698,0,0,40591.0,700.0,41291.0,0.3126,0
699,0,0,41937.0,2709.0,44646.0,0.3726,1
700,0,0,27207.0,2190.0,29397.0,0.2004,0
701,0,1,45923.0,9461.0,55384.0,0.656,1
702,0,0,38166.0,2509.0,40675.0,0.3779,1
703,0,0,52723.0,700.0,53423.0,0.6898,0
704,1,1,47024.0,10361.0,57385.0,0.7212,1
705,0,0,51946.0,700.0,52646.0,0.6529,1
706,0,0,33406.0,700.0,34106.0,0.3375,1
707,1,0,38843.0,7080.0,45923.0,0.4864,1
708,1,1,31439.0,10380.0,41819.0,0.3679,0
709,0,0,36006.0,4068.0,40074.0,0.3137,0
710,0,1,52643.0,3956.0,56599.0,0.6074,0
711,1,1,54644.0,10388.0,65032.0,0.6882,1
712,0,1,32241.0,6492.0,38733.0,0.3453,1
713,1,1,38105.0,12425.0,50530.0,0.5447,0
714,1,1,41352.0,11944.0,53296.0,0.4706,1
715,1,1,46978.0,11892.0,58870.0,0.6806,1
716,0,1,27042.0,9920.0,36962.0,0.2708,0
717,0,1,28374.0,6674.0,35048.0,0.2328,0
718,0,1,46162.0,9570.0,55732.0,0.6206,1
719,0,1,25433.0,5525.0,30958.0,0.1803,0
720,1,0,38202.0,4163.0,42365.0,0.445,0
721,0,0,43378.0,3780.0,47158.0,0.5215,0
722,0,0,45533.0,700.0,46233.0,0.5773,1
723,0,1,40795.0,8274.0,49069.0,0.5117,0
724,1,0,38891.0,6172.0,45063.0,0.4201,0
725,0,1,49179.0,9122.0,58301.0,0.8076,0
726,0,1,44424.0,7199.0,51623.0,0.4711,0
727,0,1,36500.0,7395.0,43895.0,0.5442,1
728,0,0,42321.0,3366.0,45687.0,0.6277,1
729,0,1,45257.0,10428.0,55685.0,0.7121,1
730,0,1,56605.0,6099.0,62704.0,0.7509,0
731,0,1,48684.0,8107.0,56791.0,0.7662,1
732,0,1,52324.0,7250.0,59574.0,0.705,0
733,0,0,36810.0,1808.0,38618.0,0.3283,1
734,0,0,37544.0,2359.0,39903.0,0.3719,1
735,0,0,39999.0,5211.0,45210.0,0.455,1
736,0,1,40780.0,6547.0,47327.0,0.4416,1
737,0,0,33432.0,1698.0,35130.0,0.3935,0
738,0,1,52760.0,4397.0,57157.0,0.6352,1
739,0,1,49508.0,7228.0,56736.0,0.6783,1
740,0,0,39402.0,3617.0,43019.0,0.3527,1
741,0,0,47455.0,3922.0,51377.0,0.6135,1
742,0,0,43895.0,2684.0,46579.0,0.4369,0
743,1,1,48119.0,12425.0,60544.0,0.6239,0
744,0,0,30573.0,3743.0,34316.0,0.2975,0
745,0,0,40762.0,4392.0,45154.0,0.5752,1
746,0,1,41507.0,8973.0,50480.0,0.603,0
747,0,0,47301.0,5169.0,52470.0,0.6654,1
748,0,1,36658.0,7012.0,43670.0,0.4344,0
749,1,0,20751.0,3744.0,24495.0,0.1366,0
750,1,0,32806.0,7128.0,39934.0,0.4139,0
751,0,0,41481.0,3827.0,45308.0,0.4573,0
752,0,0,42543.0,5169.0,47712.0,0.6055,1
753,0,0,56312.0,4678.0,60990.0,0.8241,1
754,0,1,46953.0,10607.0,57560.0,0.6374,0
755,0,0,42693.0,3554.0,46247.0,0.465,0
756,0,0,41725.0,2889.0,44614.0,0.4457,0
757,0,0,51386.0,700.0,52086.0,0.5165,0
758,1,0,36984.0,6524.0,43508.0,0.3874,0
759,0,1,40808.0,6361.0,47169.0,0.6053,1
760,0,0,32741.0,2860.0,35601.0,0.2604,0
761,0,1,54061.0,7393.0,61454.0,0.8185,1
762,0,0,45336.0,3302.0,48638.0,0.5293,0
763,0,0,35986.0,2335.0,38321.0,0.527,1
764,0,0,41027.0,4090.0,45117.0,0.4449,1
765,1,0,46332.0,1371.0,47703.0,0.4885,0
766,0,1,39869.0,10994.0,50863.0,0.5103,0
767,0,0,37457.0,4544.0,42001.0,0.3878,0
768,0,0,36439.0,5679.0,42118.0,0.5399,0
769,0,1,44881.0,8544.0,53425.0,0.6568,0
770,0,0,38957.0,5364.0,44321.0,0.5578,1
771,0,1,38143.0,7587.0,45730.0,0.3857,0
772,0,1,30643.0,7305.0,37948.0,0.3875,1
773,0,1,42660.0,8200.0,50860.0,0.5057,0
774,1,1,40460.0,10795.0,51255.0,0.4409,1
775,0,1,39266.0,5970.0,45236.0,0.491,0
776,1,0,43690.0,5124.0,48814.0,0.5372,1
777,0,1,48358.0,5409.0,53767.0,0.6337,1
778,0,0,47963.0,3398.0,51361.0,0.6608,0
779,1,1,46698.0,10819.0,57517.0,0.71,1
780,1,1,39954.0,10188.0,50142.0,0.6274,1
781,0,0,37181.0,1537.0,38718.0,0.2987,0
782,1,1,33127.0,11659.0,44786.0,0.5323,1
783,0,1,36958.0,8627.0,45585.0,0.6185,0
784,0,0,42167.0,700.0,42867.0,0.4267,0
785,1,0,35317.0,3811.0,39128.0,0.2412,1
786,0,1,42816.0,8923.0,51739.0,0.4913,0
787,1,1,33794.0,8462.0,42256.0,0.3431,0
788,0,0,27882.0,3431.0,31313.0,0.3899,0
789,1,0,48965.0,8749.0,57714.0,0.6799,1
790,0,1,37967.0,10053.0,48020.0,0.479,0
791,0,0,34885.0,3754.0,38639.0,0.33,1
792,0,0,32702.0,3705.0,36407.0,0.256,0
793,0,0,45596.0,6328.0,51924.0,0.6806,1
794,0,0,53687.0,700.0,54387.0,0.6573,0
795,0,0,38574.0,1711.0,40285.0,0.5624,1
796,0,1,40168.0,8742.0,48910.0,0.5882,1
797,0,1,51109.0,6727.0,57836.0,0.7477,1
798,0,1,26611.0,9408.0,36019.0,0.2949,0
799,1,0,58718.0,5933.0,64651.0,0.7193,1
800,0,0,62775.0,2724.0,65499.0,0.7773,1
801,1,0,18996.0,5533.0,24529.0,0.1042,0
802,0,0,41171.0,1612.0,42783.0,0.5204,1
803,1,0,35889.0,5070.0,40959.0,0.3489,0
804,0,0,39749.0,2961.0,42710.0,0.5222,0
805,0,0,38444.0,1183.0,39627.0,0.4043,0
806,0,0,48900.0,4120.0,53020.0,0.6197,1
807,0,1,41043.0,8410.0,49453.0,0.4645,1
808,0,0,34257.0,4369.0,38626.0,0.3982,0
809,0,1,40536.0,5381.0,45917.0,0.4695,1
810,1,1,46376.0,7911.0,54287.0,0.6597,1
811,0,0,31938.0,2493.0,34431.0,0.2626,0
812,0,0,28007.0,7428.0,35435.0,0.364,0
813,1,0,58938.0,8153.0,67091.0,0.8748,1
814,0,0,36539.0,1557.0,38096.0,0.3867,0
815,0,0,40832.0,3222.0,44054.0,0.5348,1
816,1,0,38619.0,7237.0,45856.0,0.5076,1
817,1,0,46659.0,3674.0,50333.0,0.6822,1
818,0,0,57069.0,4828.0,61897.0,0.7947,1
819,0,1,46929.0,7015.0,53944.0,0.6804,1
820,0,1,29094.0,7146.0,36240.0,0.3115,0
821,0,1,30235.0,7340.0,37575.0,0.2861,0
822,0,0,38609.0,4446.0,43055.0,0.3697,0
823,0,0,39720.0,1216.0,40936.0,0.5125,0
824,0,0,27363.0,700.0,28063.0,0.1682,0
825,1,1,48964.0,11349.0,60313.0,0.744,1
826,0,0,32766.0,700.0,33466.0,0.3174,1
827,0,0,54693.0,1988.0,56681.0,0.7551,1
828,0,0,57475.0,4518.0,61993.0,0.7493,1
829,1,1,39890.0,11784.0,51674.0,0.4895,0
830,0,0,45731.0,4272.0,50003.0,0.6138,0
831,0,0,31528.0,3555.0,35083.0,0.298,0
832,0,0,47301.0,6598.0,53899.0,0.5678,0
833,0,0,37765.0,1500.0,39265.0,0.5315,0
834,0,0,32758.0,3177.0,35935.0,0.2804,0
835,1,0,39541.0,5255.0,44796.0,0.3731,0
836,0,0,38041.0,4127.0,42168.0,0.423,1
837,1,1,39236.0,10695.0,49931.0,0.6083,0
838,1,0,50072.0,8922.0,58994.0,0.5484,0
839,0,1,35325.0,6398.0,41723.0,0.495,0
840,0,0,56748.0,4892.0,61640.0,0.721,1
841,0,1,30737.0,8308.0,39045.0,0.3793,1
842,1,1,55731.0,10745.0,66476.0,0.7507,0
843,0,1,33360.0,8222.0,41582.0,0.5538,1
844,0,0,41991.0,2944.0,44935.0,0.5018,0
845,0,1,37833.0,7905.0,45738.0,0.4299,1
846,1,0,39078.0,5648.0,44726.0,0.4216,1
847,0,1,48812.0,6107.0,54919.0,0.656,0
848,0,1,54749.0,6730.0,61479.0,0.762,0
849,0,0,52119.0,700.0,52819.0,0.6666,1
850,1,0,38559.0,7431.0,45990.0,0.4672,0
851,0,0,43566.0,700.0,44266.0,0.3791,0
852,0,0,35352.0,2130.0,37482.0,0.3338,1
853,1,0,33572.0,7102.0,40674.0,0.4139,0
854,1,0,32256.0,7427.0,39683.0,0.3089,0
855,0,0,38281.0,700.0,38981.0,0.4317,1
856,0,0,44122.0,2344.0,46466.0,0.5235,0
857,1,1,25750.0,11582.0,37332.0,0.2797,0
858,1,0,41606.0,6088.0,47694.0,0.5878,0
859,0,1,54886.0,9585.0,64471.0,0.6929,1
860,0,0,51536.0,1103.0,52639.0,0.5854,1
861,1,0,37026.0,2517.0,39543.0,0.4391,0
862,1,0,30127.0,7378.0,37505.0,0.4456,1
863,1,1,45909.0,9887.0,55796.0,0.7668,1
864,0,0,22302.0,700.0,23002.0,0.1598,0
865,0,1,51436.0,7031.0,58467.0,0.7354,1
866,1,0,40185.0,8092.0,48277.0,0.5709,1
867,1,0,57566.0,3852.0,61418.0,0.8035,0
868,1,0,27321.0,9971.0,37292.0,0.3341,0
869,0,0,49804.0,1076.0,50880.0,0.6667,0
870,0,0,41146.0,2648.0,43794.0,0.5055,0
871,1,0,39186.0,3927.0,43113.0,0.4526,1
872,0,0,30356.0,2571.0,32927.0,0.2304,0
873,1,0,47064.0,5773.0,52837.0,0.5704,1
874,0,0,47747.0,700.0,48447.0,0.5191,1
875,0,1,57174.0,12104.0,69278.0,0.7923,0
876,1,0,50568.0,5158.0,55726.0,0.5259,1
877,0,0,36952.0,1659.0,38611.0,0.3471,1
878,0,1,33467.0,8947.0,42414.0,0.4017,0
879,0,0,30368.0,5584.0,35952.0,0.338,1
880,0,0,54522.0,4415.0,58937.0,0.7661,1
881,0,1,35386.0,5258.0,40644.0,0.4024,0
882,0,1,54582.0,7664.0,62246.0,0.7486,1
883,1,1,46463.0,7602.0,54065.0,0.525,1
884,0,0,44804.0,4033.0,48837.0,0.6284,1
885,0,1,39392.0,4520.0,43912.0,0.4409,1
886,0,0,47616.0,1135.0,48751.0,0.5314,0
887,0,1,41868.0,7546.0,49414.0,0.5374,0
888,0,1,38862.0,8057.0,46919.0,0.4499,1
889,0,1,47916.0,6856.0,54772.0,0.6102,0
890,0,0,40776.0,5082.0,45858.0,0.4676,1
891,0,0,35214.0,8356.0,43570.0,0.4455,1
892,1,1,47099.0,11896.0,58995.0,0.7193,1
893,0,0,41456.0,700.0,42156.0,0.4709,0
894,0,0,46156.0,5389.0,51545.0,0.717,0
895,1,1,38142.0,9435.0,47577.0,0.5625,0
896,1,0,31722.0,8954.0,40676.0,0.5143,1
897,0,0,56748.0,5938.0,62686.0,0.8129,1
898,0,0,55146.0,3372.0,58518.0,0.7598,1
899,0,0,49512.0,4254.0,53766.0,0.6191,0
900,0,0,38704.0,700.0,39404.0,0.4509,0
901,0,0,39447.0,2168.0,41615.0,0.3832,1
902,0,1,53750.0,9174.0,62924.0,0.6852,1
903,0,1,38992.0,8872.0,47864.0,0.6335,1
904,0,0,36623.0,700.0,37323.0,0.2737,0
905,1,0,57914.0,5501.0,63415.0,0.7871,1
906,0,1,41595.0,2988.0,44583.0,0.3963,1
907,0,1,57032.0,8002.0,65034.0,0.8475,1
908,0,1,30114.0,4098.0,34212.0,0.3646,1
909,0,0,46405.0,4422.0,50827.0,0.6389,1
910,0,1,59604.0,9311.0,68915.0,0.8852,0
911,1,0,42253.0,5194.0,47447.0,0.4951,1
912,1,0,39756.0,6886.0,46642.0,0.6429,1
913,1,1,32074.0,10431.0,42505.0,0.4332,1
914,1,0,51200.0,6411.0,57611.0,0.6155,1
915,1,0,35454.0,4050.0,39504.0,0.3551,0
916,1,0,41194.0,7058.0,48252.0,0.4982,1
917,0,0,31507.0,700.0,32207.0,0.2573,1
918,0,0,55234.0,700.0,55934.0,0.5738,0
919,0,1,51817.0,7093.0,58910.0,0.7377,0
920,0,0,41732.0,2141.0,43873.0,0.3715,0
921,0,0,32190.0,2963.0,35153.0,0.1792,0
922,1,1,55055.0,12918.0,67973.0,0.7883,1
923,0,0,38890.0,5706.0,44596.0,0.4299,0
924,0,1,32606.0,7573.0,40179.0,0.3218,0
925,0,0,27022.0,2896.0,29918.0,0.1103,0
926,0,0,36509.0,2835.0,39344.0,0.3308,0
927,0,0,29636.0,4205.0,33841.0,0.2861,0
928,1,1,36706.0,11779.0,48485.0,0.4417,0
929,0,0,48327.0,3251.0,51578.0,0.642,0
930,1,1,38809.0,12051.0,50860.0,0.6346,1
931,0,0,45023.0,1963.0,46986.0,0.5692,0
932,0,0,35852.0,700.0,36552.0,0.4131,1
933,0,0,42554.0,2371.0,44925.0,0.5749,1
934,1,0,58328.0,5664.0,63992.0,0.7137,0
935,1,0,39038.0,6986.0,46024.0,0.5008,0
936,0,0,45268.0,2534.0,47802.0,0.6185,1
937,1,0,28693.0,6989.0,35682.0,0.2621,0
938,0,1,54921.0,5182.0,60103.0,0.6836,1
939,1,0,37944.0,5982.0,43926.0,0.4684,0
940,0,0,50930.0,700.0,51630.0,0.5069,0
941,0,0,40953.0,3158.0,44111.0,0.3969,1
942,1,0,47198.0,2807.0,50005.0,0.4925,1
943,0,0,47704.0,3092.0,50796.0,0.6329,0
944,0,0,38154.0,700.0,38854.0,0.3964,1
945,0,0,51281.0,1848.0,53129.0,0.7097,1
946,0,1,35549.0,8821.0,44370.0,0.3896,0
947,0,0,48612.0,2887.0,51499.0,0.5423,1
948,1,0,38683.0,3202.0,41885.0,0.43,0
949,1,1,44971.0,9657.0,54628.0,0.5442,0
950,0,0,38073.0,700.0,38773.0,0.3377,0
951,0,0,42425.0,700.0,43125.0,0.3267,0
952,0,1,32865.0,7500.0,40365.0,0.4047,0
953,0,1,44104.0,8253.0,52357.0,0.7086,1
954,0,1,42376.0,8049.0,50425.0,0.4932,0
955,1,0,37409.0,7024.0,44433.0,0.5147,1
956,1,0,41532.0,5980.0,47512.0,0.4913,0
957,1,1,43139.0,10335.0,53474.0,0.4503,0
958,0,1,36761.0,5476.0,42237.0,0.3541,0
959,0,0,40906.0,1752.0,42658.0,0.3804,1
960,0,0,33453.0,700.0,34153.0,0.2821,0
961,0,0,61939.0,1063.0,63002.0,0.8101,1
962,0,0,51003.0,2651.0,53654.0,0.7647,1
963,0,1,44321.0,7100.0,51421.0,0.4817,1
964,0,0,51963.0,7710.0,59673.0,0.717,1
965,1,0,25176.0,3712.0,28888.0,0.1568,0
966,0,0,20260.0,2287.0,22547.0,0.1101,1
967,1,0,38606.0,3580.0,42186.0,0.4043,1
968,0,0,30282.0,1841.0,32123.0,0.2708,0
969,0,0,39989.0,1910.0,41899.0,0.3096,0
970,0,0,43748.0,3936.0,47684.0,0.5452,1
971,0,1,49824.0,6536.0,56360.0,0.5903,1
972,0,0,32325.0,2175.0,34500.0,0.308,0
973,0,0,45397.0,1768.0,47165.0,0.6267,0
974,1,0,42122.0,3618.0,45740.0,0.4973,0
975,0,0,44954.0,1391.0,46345.0,0.5322,1
976,0,0,37582.0,1851.0,39433.0,0.354,0
977,0,0,53757.0,2626.0,56383.0,0.7002,1
978,0,0,41120.0,3450.0,44570.0,0.5278,1
979,0,0,57081.0,2101.0,59182.0,0.7645,1
980,0,1,35282.0,6871.0,42153.0,0.4089,0
981,1,0,48314.0,3075.0,51389.0,0.584,1
982,1,0,41493.0,6918.0,48411.0,0.4147,0
983,1,0,39214.0,4817.0,44031.0,0.3779,1
984,0,0,47375.0,3770.0,51145.0,0.6565,1
985,0,0,39457.0,4738.0,44195.0,0.5416,1
986,1,0,19373.0,5681.0,25054.0,0.158,1
987,0,0,18000.0,760.0,18760.0,0.1751,0
988,0,0,52816.0,2472.0,55288.0,0.7107,1
989,0,1,52457.0,7893.0,60350.0,0.7223,1
990,1,1,58042.0,10264.0,68306.0,0.7459,1
991,0,1,41851.0,6341.0,48192.0,0.6331,1
992,1,0,31013.0,6958.0,37971.0,0.3772,1
993,1,0,38434.0,6846.0,45280.0,0.5879,0
994,0,0,42097.0,1911.0,44008.0,0.6342,1
995,1,0,33440.0,3188.0,36628.0,0.2281,0
996,0,0,56013.0,3276.0,59289.0,0.6595,1
997,0,0,61036.0,1196.0,62232.0,0.6006,1
998,0,0,46065.0,8124.0,54189.0,0.719,1
999,1,0,41908.0,6257.0,48165.0,0.557,1
1000,0,0,30993.0,700.0,31693.0,0.2701,1
1001,0,1,55145.0,7438.0,62583.0,0.6954,0
1002,0,0,42649.0,3375.0,46024.0,0.5062,0
