trip_id,customer_id,trip_time,origin_zone,destination_zone,origin_x,origin_y,destination_x,destination_y,distance_km,duration_minute,rain,rush_hour,base_price,delta_price,final_price,customer_accept_prob,customer_accept
538,customer_082,2024-02-19 16:52:00,zone_04,zone_10,3.68,3.212,9.622,4.519,6.084,31.82,1,1,62414.0,22671.0,85085.0,0.6961,0
539,customer_016,2024-01-10 07:20:00,zone_04,zone_02,3.533,5.405,1.227,0.782,5.166,22.47,0,1,52231.0,12687.0,64918.0,0.6873,1
540,customer_190,2024-02-25 19:16:00,zone_05,zone_06,4.066,6.77,5.904,5.911,2.029,12.82,1,0,28584.0,8069.0,36653.0,0.9193,1
541,customer_144,2024-03-20 12:36:00,zone_07,zone_05,6.853,2.362,4.967,1.566,2.047,9.57,0,0,27067.0,2445.0,29512.0,0.8489,1
542,customer_193,2024-02-22 22:38:00,zone_04,zone_01,3.76,2.796,0.026,9.958,8.077,24.24,1,0,70582.0,6877.0,77459.0,0.7942,1
543,customer_065,2024-03-13 04:02:00,zone_04,zone_02,3.738,3.562,1.929,0.785,3.314,12.83,1,0,36299.0,6549.0,42848.0,0.864,1
544,customer_154,2024-02-18 10:05:00,zone_01,zone_02,0.635,5.777,1.535,0.757,5.1,19.36,0,0,50280.0,-1345.0,48935.0,0.6228,1
545,customer_119,2024-02-07 18:10:00,zone_05,zone_01,4.166,2.704,0.608,7.873,6.275,24.45,0,1,59875.0,12213.0,72088.0,0.8287,1
546,customer_196,2024-03-26 09:46:00,zone_02,zone_10,1.495,2.082,9.481,1.012,8.057,29.92,0,1,73302.0,18845.0,92147.0,0.4138,1
547,customer_022,2024-01-14 04:12:00,zone_09,zone_10,8.556,1.495,9.654,4.051,2.782,13.89,0,0,33637.0,5501.0,39138.0,0.8943,1
548,customer_188,2024-02-10 01:59:00,zone_04,zone_09,3.345,8.093,8.917,9.275,5.696,16.1,0,0,52226.0,939.0,53165.0,0.5876,0
549,customer_119,2024-01-15 18:26:00,zone_10,zone_10,9.609,8.86,9.889,7.879,1.02,16.26,0,1,24250.0,11002.0,35252.0,0.9194,1
550,customer_025,2024-02-28 07:56:00,zone_07,zone_09,6.845,9.047,8.307,2.328,6.876,26.15,0,1,64331.0,13801.0,78132.0,0.8348,1
551,customer_196,2024-03-23 14:14:00,zone_08,zone_10,7.562,8.216,9.322,2.51,5.971,18.2,0,0,54926.0,1391.0,56317.0,0.4388,1
552,customer_097,2024-03-30 02:25:00,zone_10,zone_02,9.478,1.373,1.976,5.923,8.774,30.11,1,0,77699.0,11815.0,89514.0,0.7721,1
553,customer_195,2024-01-22 04:08:00,zone_03,zone_03,2.389,0.978,2.569,4.864,3.89,11.79,0,0,39235.0,4574.0,43809.0,0.5329,1
554,customer_109,2024-03-06 16:50:00,zone_06,zone_09,5.673,4.992,8.621,1.167,4.829,23.27,0,1,50609.0,11880.0,62489.0,0.6433,1
555,customer_118,2024-03-19 19:35:00,zone_01,zone_05,0.407,5.214,4.795,1.586,5.694,18.72,0,0,53524.0,2772.0,56296.0,0.6591,0
556,customer_124,2024-03-16 04:04:00,zone_02,zone_08,1.008,7.328,7.17,8.029,6.202,16.7,0,0,55562.0,6963.0,62525.0,0.6712,0
557,customer_033,2024-02-15 21:44:00,zone_04,zone_06,3.666,2.229,5.619,3.448,2.302,13.24,0,0,30432.0,-1505.0,28927.0,0.8579,1
558,customer_106,2024-01-16 17:53:00,zone_07,zone_04,6.825,9.309,3.056,7.99,3.993,26.06,1,1,46988.0,21399.0,68387.0,0.8485,1
559,customer_032,2024-02-11 17:41:00,zone_09,zone_03,8.317,3.099,2.848,1.898,5.599,24.28,0,1,55734.0,8522.0,64256.0,0.8874,1
560,customer_178,2024-03-10 00:48:00,zone_03,zone_08,2.564,5.778,7.482,5.994,4.923,14.84,0,0,46958.0,2006.0,48964.0,0.7129,0
561,customer_066,2024-02-25 07:16:00,zone_08,zone_06,7.491,8.642,5.321,5.051,4.196,25.31,0,1,47831.0,16759.0,64590.0,0.6493,1
562,customer_137,2024-02-04 16:25:00,zone_03,zone_04,2.243,5.234,3.594,3.264,2.389,16.26,0,1,32464.0,14428.0,46892.0,0.8817,1
563,customer_166,2024-01-20 11:51:00,zone_01,zone_07,0.061,7.536,6.17,6.086,6.279,17.75,0,0,56549.0,6349.0,62898.0,0.6621,1
564,customer_143,2024-02-28 07:36:00,zone_01,zone_05,0.544,7.49,4.199,1.245,7.236,31.38,0,1,69106.0,18588.0,87694.0,0.5692,0
565,customer_106,2024-02-08 01:36:00,zone_06,zone_05,5.856,7.9,4.751,8.565,1.29,3.42,0,0,19450.0,5788.0,25238.0,0.8662,0
566,customer_074,2024-02-12 01:46:00,zone_05,zone_07,4.971,8.11,6.779,7.434,1.93,7.67,0,0,25415.0,-424.0,24991.0,0.8454,1
567,customer_190,2024-03-25 20:36:00,zone_03,zone_05,2.704,3.925,4.58,2.87,2.152,8.55,0,0,27187.0,4586.0,31773.0,0.7139,0
568,customer_140,2024-01-01 01:07:00,zone_01,zone_10,0.065,3.636,9.499,5.802,9.679,25.79,0,0,80969.0,10854.0,91823.0,0.419,0
569,customer_072,2024-01-22 09:12:00,zone_06,zone_05,5.68,8.035,4.852,9.022,1.288,11.09,0,1,23273.0,13661.0,36934.0,0.9282,1
570,customer_173,2024-03-23 22:46:00,zone_09,zone_10,8.176,5.797,9.618,4.223,2.135,11.48,1,0,28550.0,8281.0,36831.0,0.898,1
571,customer_159,2024-03-23 13:14:00,zone_01,zone_09,0.685,6.077,8.477,3.633,8.166,27.79,1,0,72891.0,9301.0,82192.0,0.7067,1
572,customer_124,2024-01-28 11:39:00,zone_08,zone_09,7.365,4.119,8.909,7.989,4.167,15.06,1,0,42532.0,9959.0,52491.0,0.9193,1
573,customer_018,2024-03-30 22:28:00,zone_07,zone_08,6.345,2.016,7.633,0.012,2.382,9.6,1,0,29092.0,5660.0,34752.0,0.9642,1
574,customer_031,2024-01-20 07:37:00,zone_05,zone_07,4.794,4.569,6.045,6.864,2.614,23.05,1,1,37209.0,18331.0,55540.0,0.9482,0
575,customer_004,2024-01-05 07:14:00,zone_01,zone_06,0.483,9.696,5.327,2.158,8.96,37.46,1,1,82490.0,22386.0,104876.0,0.9249,1
576,customer_167,2024-01-28 06:18:00,zone_10,zone_06,9.236,2.909,5.517,6.942,5.486,15.99,0,0,50911.0,3393.0,54304.0,0.3899,1
577,customer_008,2024-02-17 10:41:00,zone_05,zone_03,4.774,2.72,2.015,4.379,3.219,12.89,0,0,35759.0,4739.0,40498.0,0.6147,1
578,customer_118,2024-01-01 10:10:00,zone_04,zone_03,3.996,1.308,2.144,0.203,2.157,8.88,0,0,27382.0,1376.0,28758.0,0.5857,1
579,customer_148,2024-01-16 14:18:00,zone_09,zone_01,8.615,4.812,0.342,8.743,9.159,32.48,1,0,81194.0,9358.0,90552.0,0.8004,1
580,customer_075,2024-03-12 17:59:00,zone_09,zone_08,8.456,2.885,7.456,5.465,2.767,19.25,0,1,36227.0,28621.0,64848.0,0.6377,1
581,customer_166,2024-02-25 21:09:00,zone_08,zone_02,7.273,6.871,1.249,3.136,7.088,17.94,0,0,61498.0,-65.0,61433.0,0.6908,1
582,customer_024,2024-02-24 17:34:00,zone_09,zone_06,8.294,1.351,5.821,7.034,6.198,25.18,0,1,59778.0,10463.0,70241.0,0.7576,1
583,customer_110,2024-03-30 18:09:00,zone_02,zone_02,1.243,2.473,1.379,4.959,2.49,16.0,0,1,32940.0,10720.0,43660.0,0.8246,0
584,customer_039,2024-01-21 17:42:00,zone_08,zone_01,7.609,0.619,0.665,0.349,6.949,31.99,1,1,67689.0,18942.0,86631.0,0.8621,1
585,customer_069,2024-03-21 12:07:00,zone_04,zone_06,3.28,0.415,5.336,6.503,6.426,18.46,0,0,57786.0,-3739.0,54047.0,0.8403,1
586,customer_165,2024-02-01 05:34:00,zone_09,zone_09,8.675,8.141,8.731,9.695,1.555,4.63,0,0,21645.0,4753.0,26398.0,0.8009,1
587,customer_042,2024-03-24 16:26:00,zone_04,zone_04,3.702,9.059,3.56,2.22,6.84,29.28,0,1,65680.0,4310.0,69990.0,0.6999,0
588,customer_029,2024-03-11 22:41:00,zone_01,zone_10,0.543,7.639,9.192,8.629,8.705,26.76,0,0,75610.0,7058.0,82668.0,0.5117,1
589,customer_199,2024-01-20 13:00:00,zone_05,zone_01,4.144,8.652,0.103,6.21,4.722,17.6,1,0,47132.0,11981.0,59113.0,0.9308,1
590,customer_065,2024-01-19 20:30:00,zone_08,zone_05,7.568,0.866,4.657,0.779,2.912,10.7,0,0,32822.0,-182.0,32640.0,0.8886,1
591,customer_023,2024-02-18 10:32:00,zone_06,zone_02,5.009,8.981,1.468,7.3,3.92,10.86,0,0,38950.0,3284.0,42234.0,0.7312,1
592,customer_200,2024-02-15 03:14:00,zone_08,zone_04,7.636,4.66,3.158,4.415,4.485,16.17,1,0,44995.0,5572.0,50567.0,0.8974,1
593,customer_173,2024-01-22 23:17:00,zone_01,zone_06,0.353,7.686,5.274,3.68,6.345,17.9,0,0,57020.0,848.0,57868.0,0.5392,0
594,customer_014,2024-01-24 07:42:00,zone_02,zone_01,1.772,6.158,0.353,6.357,1.433,15.7,0,1,26448.0,17539.0,43987.0,0.923,1
595,customer_172,2024-03-21 15:33:00,zone_06,zone_08,5.636,3.499,7.128,0.028,3.778,15.96,1,0,40648.0,10282.0,50930.0,0.9167,1
596,customer_145,2024-03-08 05:34:00,zone_04,zone_07,3.853,2.648,6.545,1.263,3.027,12.91,1,0,34617.0,6705.0,41322.0,0.9494,1
597,customer_051,2024-01-18 21:56:00,zone_07,zone_03,6.802,1.181,2.083,3.524,5.269,18.43,1,0,50829.0,7798.0,58627.0,0.9321,1
598,customer_128,2024-03-06 00:24:00,zone_10,zone_10,9.626,4.127,9.011,4.819,0.926,1.38,0,0,16246.0,7755.0,24001.0,0.9688,1
599,customer_151,2024-01-14 22:52:00,zone_07,zone_07,6.599,4.941,6.88,9.321,4.389,17.18,0,0,44924.0,5246.0,50170.0,0.6485,1
600,customer_116,2024-02-10 17:58:00,zone_05,zone_04,4.174,9.831,3.362,8.22,1.804,14.34,1,1,27994.0,21626.0,49620.0,0.9364,1
601,customer_079,2024-01-02 08:34:00,zone_06,zone_05,5.424,0.373,4.077,8.016,7.761,31.25,0,1,72191.0,12674.0,84865.0,0.752,1
602,customer_057,2024-02-28 13:12:00,zone_10,zone_03,9.128,5.901,2.926,5.396,6.223,18.63,0,0,56653.0,3635.0,60288.0,0.3918,1
603,customer_010,2024-01-17 07:25:00,zone_07,zone_09,6.73,5.25,8.306,0.929,4.599,21.97,0,1,48579.0,10254.0,58833.0,0.6137,0
604,customer_050,2024-01-22 13:02:00,zone_09,zone_05,8.032,0.229,4.94,7.458,7.862,22.64,0,0,68492.0,7355.0,75847.0,0.2492,0
605,customer_127,2024-01-18 00:41:00,zone_04,zone_02,3.015,3.297,1.353,0.865,2.946,9.04,0,0,32196.0,2297.0,34493.0,0.6988,1
606,customer_200,2024-01-17 03:16:00,zone_08,zone_03,7.443,4.229,2.017,0.914,6.359,20.2,0,0,58254.0,5646.0,63900.0,0.8282,0
607,customer_034,2024-01-07 15:55:00,zone_02,zone_03,1.394,4.943,2.966,2.551,2.862,10.53,1,0,32437.0,7296.0,39733.0,0.7315,1
608,customer_176,2024-02-19 13:39:00,zone_08,zone_05,7.498,2.335,4.032,9.226,7.714,22.94,0,0,67754.0,-1591.0,66163.0,0.6651,0
609,customer_138,2024-03-19 02:29:00,zone_09,zone_06,8.816,0.341,5.926,7.499,7.719,20.94,0,0,66784.0,5158.0,71942.0,0.6996,1
610,customer_167,2024-01-28 17:11:00,zone_10,zone_10,9.002,2.938,9.642,0.767,2.263,15.8,0,1,31478.0,14977.0,46455.0,0.8686,1
611,customer_199,2024-03-11 16:05:00,zone_02,zone_03,1.166,8.364,2.619,9.189,1.671,14.38,0,1,27216.0,16700.0,43916.0,0.9441,1
612,customer_011,2024-02-18 14:40:00,zone_09,zone_04,8.299,8.079,3.284,7.834,5.021,15.22,0,0,47736.0,7463.0,55199.0,0.4709,0
613,customer_060,2024-01-23 19:45:00,zone_02,zone_01,1.099,1.808,0.24,6.036,4.314,14.79,0,0,43279.0,8998.0,52277.0,0.7191,1
614,customer_153,2024-01-06 04:15:00,zone_05,zone_04,4.784,6.463,3.726,1.27,5.3,16.18,0,0,49890.0,523.0,50413.0,0.9377,1
615,customer_167,2024-03-11 15:00:00,zone_07,zone_07,6.825,9.236,6.751,3.201,6.035,22.95,1,0,57685.0,12048.0,69733.0,0.7591,0
616,customer_177,2024-01-03 23:19:00,zone_05,zone_10,4.842,1.721,9.631,3.007,4.959,20.49,1,0,49999.0,7527.0,57526.0,0.8288,1
617,customer_087,2024-02-07 11:45:00,zone_04,zone_08,3.399,1.287,7.402,6.4,6.494,19.85,0,0,58889.0,2470.0,61359.0,0.8073,1
618,customer_120,2024-01-04 04:34:00,zone_07,zone_02,6.838,0.221,1.18,5.879,8.002,24.37,0,0,70197.0,111.0,70308.0,0.2587,0
619,customer_051,2024-03-10 23:05:00,zone_07,zone_09,6.609,1.724,8.9,2.772,2.519,13.35,0,0,31789.0,521.0,32310.0,0.9238,0
620,customer_047,2024-03-30 22:06:00,zone_06,zone_09,5.829,8.14,8.387,3.111,5.642,14.28,0,0,50992.0,6579.0,57571.0,0.4057,0
621,customer_038,2024-01-30 11:06:00,zone_06,zone_02,5.284,8.14,1.89,5.184,4.501,16.4,0,0,45206.0,-3489.0,41717.0,0.6479,1
622,customer_016,2024-01-29 07:45:00,zone_08,zone_10,7.057,5.405,9.343,8.454,3.811,23.62,0,1,44676.0,13565.0,58241.0,0.7669,0
623,customer_097,2024-02-20 16:46:00,zone_05,zone_08,4.03,3.336,7.141,1.262,3.739,21.21,0,1,43039.0,14017.0,57056.0,0.6566,1
624,customer_072,2024-02-15 17:24:00,zone_01,zone_08,0.688,8.068,7.828,7.257,7.186,32.77,0,1,69501.0,18819.0,88320.0,0.7037,0
625,customer_031,2024-02-04 10:41:00,zone_06,zone_05,5.375,1.95,4.591,9.957,8.045,29.66,1,0,73100.0,6449.0,79549.0,0.8019,0
626,customer_050,2024-02-02 21:01:00,zone_08,zone_03,7.235,1.399,2.007,7.497,8.032,25.41,1,0,70897.0,6955.0,77852.0,0.7396,1
627,customer_105,2024-01-17 00:33:00,zone_03,zone_08,2.992,0.892,7.991,4.416,6.116,20.77,1,0,57081.0,9142.0,66223.0,0.6657,1
628,customer_124,2024-01-23 05:16:00,zone_02,zone_05,1.408,8.513,4.774,7.317,3.572,12.99,0,0,37927.0,-3718.0,34209.0,0.8756,0
629,customer_167,2024-02-22 12:49:00,zone_10,zone_10,9.118,7.148,9.674,8.607,1.561,5.65,0,0,22191.0,7286.0,29477.0,0.7919,1
630,customer_007,2024-03-07 09:29:00,zone_09,zone_02,8.637,6.246,1.533,7.685,7.248,37.54,1,1,72258.0,18235.0,90493.0,0.8465,1
631,customer_034,2024-03-08 14:51:00,zone_07,zone_04,6.184,7.275,3.554,0.128,7.616,23.62,0,0,67506.0,-3673.0,63833.0,0.478,0
632,customer_091,2024-02-16 14:33:00,zone_08,zone_08,7.866,1.435,7.355,1.315,0.525,4.41,0,0,15355.0,5200.0,20555.0,0.7834,1
633,customer_059,2024-03-08 06:27:00,zone_10,zone_06,9.688,3.848,5.723,1.071,4.841,12.28,0,0,45186.0,2059.0,47245.0,0.6901,1
634,customer_113,2024-02-23 17:56:00,zone_06,zone_05,5.693,8.141,4.333,0.318,7.94,31.35,0,1,73315.0,12839.0,86154.0,0.3364,1
635,customer_049,2024-02-02 21:59:00,zone_03,zone_08,2.442,9.168,7.016,7.145,5.001,13.13,0,0,46571.0,2086.0,48657.0,0.8437,1
636,customer_173,2024-02-01 14:27:00,zone_07,zone_08,6.388,5.131,7.334,2.674,2.633,11.1,0,0,31348.0,5868.0,37216.0,0.809,1
637,customer_103,2024-02-16 16:21:00,zone_10,zone_06,9.146,1.221,5.773,7.22,6.882,23.2,0,1,62892.0,13408.0,76300.0,0.5902,0
638,customer_167,2024-01-28 12:38:00,zone_07,zone_04,6.901,9.785,3.191,6.661,4.85,20.89,1,0,49545.0,10922.0,60467.0,0.8454,1
639,customer_150,2024-03-09 22:10:00,zone_01,zone_07,0.262,3.95,6.188,5.236,6.064,17.31,0,0,55039.0,227.0,55266.0,0.582,0
640,customer_159,2024-01-17 01:23:00,zone_10,zone_06,9.171,3.19,5.452,0.597,4.534,10.95,0,0,42679.0,4053.0,46732.0,0.822,1
641,customer_059,2024-01-05 15:50:00,zone_08,zone_08,7.537,1.2,7.977,3.053,1.905,7.73,0,0,25295.0,5066.0,30361.0,0.7351,1
642,customer_039,2024-02-14 22:53:00,zone_05,zone_07,4.018,0.126,6.535,0.271,2.521,9.34,0,0,29796.0,4833.0,34629.0,0.8233,1
643,customer_104,2024-01-07 09:24:00,zone_10,zone_05,9.875,6.037,4.968,9.1,5.785,25.33,0,1,57375.0,10759.0,68134.0,0.5359,0
644,customer_166,2024-01-18 14:23:00,zone_08,zone_01,7.217,6.124,0.187,3.086,7.658,27.9,1,0,69898.0,9149.0,79047.0,0.8201,1
645,customer_022,2024-02-03 08:52:00,zone_09,zone_02,8.254,2.342,1.669,0.949,6.731,28.59,0,1,64681.0,19440.0,84121.0,0.7197,0
646,customer_101,2024-01-01 08:12:00,zone_10,zone_04,9.432,1.62,3.366,0.025,6.272,28.27,0,1,61767.0,17835.0,79602.0,0.5305,0
647,customer_170,2024-01-21 13:03:00,zone_01,zone_07,0.396,5.28,6.014,6.115,5.68,16.7,0,0,52430.0,3054.0,55484.0,0.6821,0
648,customer_109,2024-02-19 17:04:00,zone_08,zone_08,7.744,4.354,7.924,6.21,1.865,16.52,0,1,29450.0,14369.0,43819.0,0.9527,1
649,customer_125,2024-02-03 09:06:00,zone_04,zone_10,3.863,3.037,9.6,9.949,8.983,30.84,0,1,79318.0,13932.0,93250.0,0.76,0
650,customer_167,2024-03-21 06:52:00,zone_09,zone_06,8.691,2.182,5.998,2.886,2.783,10.47,0,0,31933.0,2385.0,34318.0,0.7318,0
651,customer_068,2024-01-09 04:02:00,zone_09,zone_08,8.789,8.593,7.288,0.465,8.265,25.15,1,0,72165.0,14659.0,86824.0,0.6156,1
652,customer_158,2024-03-05 17:19:00,zone_09,zone_07,8.286,9.838,6.214,7.794,2.911,20.92,0,1,37926.0,17251.0,55177.0,0.753,1
653,customer_020,2024-02-23 12:36:00,zone_08,zone_05,7.792,3.556,4.303,3.046,3.526,14.97,1,0,38641.0,5843.0,44484.0,0.9826,0
654,customer_148,2024-02-27 09:36:00,zone_08,zone_07,7.943,6.981,6.097,3.307,4.112,25.61,1,1,47477.0,19650.0,67127.0,0.9691,1
655,customer_023,2024-03-01 22:49:00,zone_03,zone_05,2.966,8.655,4.007,9.077,1.123,6.33,0,0,19903.0,397.0,20300.0,0.9386,1
656,customer_056,2024-01-05 11:58:00,zone_05,zone_05,4.065,0.269,4.536,5.754,5.505,23.38,1,0,54720.0,7919.0,62639.0,0.9571,1
657,customer_049,2024-03-12 16:24:00,zone_02,zone_10,1.151,9.081,9.11,4.003,9.441,34.48,1,1,83886.0,24240.0,108126.0,0.9229,1
658,customer_188,2024-01-30 16:13:00,zone_09,zone_06,8.306,4.991,5.639,9.506,5.244,26.88,1,1,54904.0,24046.0,78950.0,0.8444,1
659,customer_024,2024-02-28 02:05:00,zone_07,zone_02,6.46,5.567,1.004,2.653,6.185,16.54,0,0,55380.0,-1888.0,53492.0,0.6066,1
660,customer_125,2024-01-27 09:53:00,zone_07,zone_06,6.127,5.399,5.238,0.215,5.26,20.05,0,1,51585.0,17152.0,68737.0,0.9527,1
661,customer_020,2024-02-05 11:22:00,zone_03,zone_10,2.461,2.429,9.533,2.309,7.073,21.63,1,0,63253.0,10167.0,73420.0,0.86,1
662,customer_060,2024-03-04 17:53:00,zone_07,zone_02,6.15,7.822,1.0,0.441,9.0,35.84,0,1,81920.0,16662.0,98582.0,0.5576,0
663,customer_092,2024-03-25 01:20:00,zone_05,zone_10,4.546,7.323,9.712,4.077,6.101,18.19,0,0,55701.0,5398.0,61099.0,0.7383,1
664,customer_081,2024-03-20 18:45:00,zone_10,zone_10,9.953,0.958,9.876,8.311,7.353,28.94,0,1,68588.0,12621.0,81209.0,0.1779,0
665,customer_168,2024-03-06 18:38:00,zone_09,zone_06,8.631,5.628,5.607,9.752,5.114,25.33,0,1,53349.0,14033.0,67382.0,0.4737,0
666,customer_100,2024-02-18 18:42:00,zone_06,zone_04,5.26,9.57,3.324,7.003,3.215,19.27,0,1,38925.0,12151.0,51076.0,0.7694,1
667,customer_018,2024-02-17 07:39:00,zone_09,zone_01,8.085,8.712,0.086,9.261,8.018,32.27,0,1,74243.0,17640.0,91883.0,0.7316,0
668,customer_093,2024-03-27 22:18:00,zone_02,zone_01,1.645,6.259,0.155,4.085,2.636,13.24,1,0,32436.0,14069.0,46505.0,0.9447,1
669,customer_114,2024-01-19 17:06:00,zone_02,zone_04,1.014,1.987,3.881,3.027,3.05,19.71,0,1,38155.0,15141.0,53296.0,0.7948,1
670,customer_073,2024-03-26 12:00:00,zone_07,zone_08,6.307,3.472,7.831,1.542,2.459,8.25,0,0,28879.0,992.0,29871.0,0.9287,1
671,customer_036,2024-02-28 17:25:00,zone_08,zone_10,7.268,1.504,9.424,5.009,4.115,26.38,1,1,47880.0,26534.0,74414.0,0.9013,1
672,customer_027,2024-02-25 03:53:00,zone_01,zone_02,0.531,8.219,1.548,3.269,5.053,13.21,0,0,46923.0,1200.0,48123.0,0.5163,0
673,customer_197,2024-02-23 14:38:00,zone_03,zone_05,2.01,7.787,4.878,1.075,7.299,21.08,0,0,64334.0,3985.0,68319.0,0.5008,1
674,customer_169,2024-03-14 12:40:00,zone_06,zone_06,5.373,9.104,5.379,7.158,1.946,10.06,0,0,26706.0,1285.0,27991.0,0.9574,1
675,customer_123,2024-03-02 09:15:00,zone_01,zone_04,0.628,0.634,3.803,1.237,3.232,21.77,1,1,40277.0,23186.0,63463.0,0.9379,1
676,customer_106,2024-01-09 12:29:00,zone_05,zone_06,4.241,9.647,5.4,7.397,2.531,11.47,1,0,30921.0,10363.0,41284.0,0.9437,0
677,customer_114,2024-03-11 08:24:00,zone_05,zone_10,4.821,9.664,9.25,0.681,10.016,40.62,0,1,90406.0,17707.0,108113.0,0.2941,1
678,customer_125,2024-03-06 07:08:00,zone_10,zone_05,9.218,6.744,4.385,5.271,5.052,29.47,1,1,55047.0,24322.0,79369.0,0.9297,1
679,customer_104,2024-03-23 13:36:00,zone_04,zone_02,3.157,8.817,1.378,6.748,2.729,13.11,1,0,32929.0,5979.0,38908.0,0.9558,1
680,customer_197,2024-03-25 22:21:00,zone_02,zone_07,1.687,4.384,6.654,2.345,5.369,17.48,1,0,50954.0,15410.0,66364.0,0.852,1
681,customer_115,2024-03-26 21:24:00,zone_01,zone_01,0.075,3.134,0.314,0.756,2.39,4.9,0,0,26790.0,6052.0,32842.0,0.8872,1
682,customer_031,2024-01-04 18:35:00,zone_02,zone_10,1.216,1.544,9.401,5.934,9.288,35.64,0,1,83548.0,15941.0,99489.0,0.3649,1
683,customer_062,2024-02-26 04:01:00,zone_08,zone_10,7.509,0.316,9.399,6.029,6.018,20.58,0,0,56398.0,4663.0,61061.0,0.8078,1
684,customer_152,2024-03-25 04:56:00,zone_05,zone_01,4.449,0.42,0.921,3.12,4.443,14.9,0,0,44108.0,2504.0,46612.0,0.8812,1
685,customer_084,2024-03-27 18:13:00,zone_02,zone_06,1.987,6.916,5.509,3.762,4.728,22.4,1,1,49568.0,30065.0,79633.0,0.8262,1
686,customer_107,2024-02-19 23:40:00,zone_10,zone_08,9.33,3.366,7.974,0.456,3.21,11.35,0,0,34935.0,4582.0,39517.0,0.6098,1
687,customer_104,2024-03-23 07:46:00,zone_08,zone_05,7.875,0.541,4.646,2.958,4.033,20.11,0,1,44253.0,16636.0,60889.0,0.7009,1
688,customer_054,2024-03-20 14:09:00,zone_02,zone_05,1.144,1.122,4.788,8.826,8.522,27.63,1,0,74947.0,12364.0,87311.0,0.8834,1
689,customer_058,2024-01-01 00:14:00,zone_03,zone_10,2.69,6.653,9.702,1.713,8.577,28.33,0,0,75627.0,3468.0,79095.0,0.5477,1
690,customer_021,2024-03-20 12:24:00,zone_09,zone_03,8.494,9.387,2.305,4.681,7.775,24.02,0,0,68660.0,1426.0,70086.0,0.7234,1
691,customer_048,2024-02-27 02:49:00,zone_07,zone_06,6.924,4.08,5.263,6.768,3.16,12.05,0,0,34985.0,60.0,35045.0,0.8676,1
692,customer_176,2024-02-21 16:38:00,zone_10,zone_02,9.455,7.777,1.15,8.029,8.309,31.68,0,1,75694.0,15693.0,91387.0,0.6455,1
693,customer_061,2024-01-17 16:28:00,zone_01,zone_04,0.762,9.736,3.024,0.811,9.207,34.85,0,1,82667.0,12776.0,95443.0,0.5207,1
694,customer_086,2024-03-23 08:50:00,zone_08,zone_09,7.754,7.083,8.509,5.918,1.388,16.02,1,1,26338.0,18827.0,45165.0,0.9611,1
695,customer_197,2024-01-27 00:28:00,zone_01,zone_08,0.764,7.23,7.164,6.273,6.471,20.29,0,0,58971.0,4935.0,63906.0,0.5737,0
696,customer_117,2024-02-07 03:53:00,zone_04,zone_07,3.367,6.159,6.12,1.974,5.009,18.14,1,0,49124.0,12302.0,61426.0,0.8107,1
697,customer_192,2024-01-27 04:46:00,zone_08,zone_02,7.507,9.777,1.139,0.308,11.411,29.88,0,0,93406.0,226.0,93632.0,0.1883,1
698,customer_145,2024-03-28 16:10:00,zone_08,zone_09,7.11,2.998,8.507,8.444,5.622,26.69,0,1,57077.0,12748.0,69825.0,0.8379,1
699,customer_160,2024-02-13 01:22:00,zone_01,zone_03,0.021,7.83,2.981,4.401,4.53,12.86,1,0,43610.0,7207.0,50817.0,0.8829,1
700,customer_183,2024-01-11 21:01:00,zone_03,zone_06,2.019,4.151,5.35,0.608,4.863,14.07,0,0,46213.0,6503.0,52716.0,0.9128,1
701,customer_043,2024-01-01 17:14:00,zone_08,zone_03,7.786,1.554,2.335,5.78,6.897,32.47,1,1,67617.0,23173.0,90790.0,0.8792,1
702,customer_046,2024-03-29 10:01:00,zone_02,zone_06,1.261,7.394,5.207,3.769,5.358,21.84,1,0,53068.0,14354.0,67422.0,0.9002,1
703,customer_182,2024-01-22 08:06:00,zone_04,zone_06,3.264,8.294,5.621,0.802,7.854,31.58,0,1,72914.0,7947.0,80861.0,0.8049,1
704,customer_185,2024-03-10 12:00:00,zone_02,zone_04,1.839,8.636,3.405,2.871,5.974,16.59,0,0,54139.0,3755.0,57894.0,0.6076,1
705,customer_191,2024-01-03 17:40:00,zone_02,zone_06,1.115,9.219,5.059,3.268,7.139,31.75,1,1,68709.0,19880.0,88589.0,0.8829,1
706,customer_008,2024-03-21 18:24:00,zone_09,zone_05,8.366,7.449,4.061,5.749,4.629,26.16,1,1,50854.0,26163.0,77017.0,0.9414,1
707,customer_001,2024-02-28 09:28:00,zone_01,zone_07,0.613,5.276,6.975,4.033,6.482,33.33,1,1,65557.0,24616.0,90173.0,0.7461,1
708,customer_098,2024-01-21 21:45:00,zone_06,zone_06,5.36,9.387,5.439,1.07,8.317,25.63,0,0,72717.0,2953.0,75670.0,0.7993,1
709,customer_003,2024-03-21 21:48:00,zone_07,zone_09,6.927,2.096,8.781,6.353,4.643,16.46,0,0,46088.0,-1309.0,44779.0,0.87,1
710,customer_175,2024-01-27 20:31:00,zone_01,zone_01,0.576,0.773,0.496,7.288,6.515,19.42,0,0,58800.0,1451.0,60251.0,0.6979,0
711,customer_050,2024-03-30 07:27:00,zone_07,zone_01,6.334,4.316,0.266,5.073,6.115,24.15,0,1,58765.0,12404.0,71169.0,0.8475,1
